path,label
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/bg/ang20200708t192518_ch4mf_v2y1_img_tile256x256+0+2294.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/bg/ang20200708t192518_ch4mf_v2y1_img_tile256x256+0+2669.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/bg/ang20200708t192518_ch4mf_v2y1_img_tile256x256+0+3245.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/bg/ang20200708t192518_ch4mf_v2y1_img_tile256x256+0+3523.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/bg/ang20200708t192518_ch4mf_v2y1_img_tile256x256+0+85.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/bg/ang20200708t192518_ch4mf_v2y1_img_tile256x256+0+867.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/bg/ang20200708t192518_ch4mf_v2y1_img_tile256x256+141+1134.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/bg/ang20200708t192518_ch4mf_v2y1_img_tile256x256+212+575.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/bg/ang20200708t192518_ch4mf_v2y1_img_tile256x256+277+0.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/bg/ang20200708t192518_ch4mf_v2y1_img_tile256x256+353+3402.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/bg/ang20200708t192518_ch4mf_v2y1_img_tile256x256+358+3085.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/bg/ang20200708t192518_ch4mf_v2y1_img_tile256x256+38+2984.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/bg/ang20200708t192518_ch4mf_v2y1_img_tile256x256+396+2473.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/bg/ang20200708t192518_ch4mf_v2y1_img_tile256x256+396+2760.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/bg/ang20200708t192518_ch4mf_v2y1_img_tile256x256+430+269.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/bg/ang20200708t192518_ch4mf_v2y1_img_tile256x256+468+2216.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/bg/ang20200708t192518_ch4mf_v2y1_img_tile256x256+47+1915.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/bg/ang20200708t192518_ch4mf_v2y1_img_tile256x256+472+909.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/bg/ang20200708t192518_ch4mf_v2y1_img_tile256x256+473+1909.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/bg/ang20200708t192518_ch4mf_v2y1_img_tile256x256+508+1264.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/bg/ang20200708t192518_ch4mf_v2y1_img_tile256x256+552+1523.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/bg/ang20200708t192518_ch4mf_v2y1_img_tile256x256+552+559.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/bg/ang20200708t192518_ch4mf_v2y1_img_tile256x256+579+0.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/bg/ang20200708t192518_ch4mf_v2y1_img_tile256x256+70+1650.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t192518_ch4mf_v2y1_img/pos/ang20200708t192518_ch4mf_v2y1_img_tile256x256+125+1391.tif,1
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t193143_ch4mf_v2y1_img/bg/ang20200708t193143_ch4mf_v2y1_img_tile256x256+0+1055.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t193143_ch4mf_v2y1_img/bg/ang20200708t193143_ch4mf_v2y1_img_tile256x256+0+1477.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t193143_ch4mf_v2y1_img/bg/ang20200708t193143_ch4mf_v2y1_img_tile256x256+0+2120.tif,0
/localstore/ang/y20/cmf/ch4/ort/labels/AVng_2020_COVID_ch4mf_plumes_cnn_manual_id_20201203_coords2cmflab/tiles256/ang20200708t193143_ch4mf_v2y1_img/bg/ang20200708t193143_ch4mf_v2y1_img_tile256x256+0+3004.tif,0
