path,label
/localstore/GAO/y20/cmf/ch4/ort/labels/GAO_2020_CARB_ch4mfm_plumes_20210122_minppmm500_coords2cmflab/tiles256/gao_carb_2020/GAO20201109t180309p0000_ch4mf_v2y1_img/bg/GAO20201109t180309p0000_ch4mf_v2y1_img_tile256x256+0+112.tif,0
/localstore/GAO/y20/cmf/ch4/ort/labels/GAO_2020_CARB_ch4mfm_plumes_20210122_minppmm500_coords2cmflab/tiles256/gao_carb_2020/GAO20201109t180309p0000_ch4mf_v2y1_img/bg/GAO20201109t180309p0000_ch4mf_v2y1_img_tile256x256+1293+1436.tif,0
/localstore/GAO/y20/cmf/ch4/ort/labels/GAO_2020_CARB_ch4mfm_plumes_20210122_minppmm500_coords2cmflab/tiles256/gao_carb_2020/GAO20201109t180309p0000_ch4mf_v2y1_img/bg/GAO20201109t180309p0000_ch4mf_v2y1_img_tile256x256+1301+1085.tif,0
/localstore/GAO/y20/cmf/ch4/ort/labels/GAO_2020_CARB_ch4mfm_plumes_20210122_minppmm500_coords2cmflab/tiles256/gao_carb_2020/GAO20201109t180309p0000_ch4mf_v2y1_img/bg/GAO20201109t180309p0000_ch4mf_v2y1_img_tile256x256+131+396.tif,0
/localstore/GAO/y20/cmf/ch4/ort/labels/GAO_2020_CARB_ch4mfm_plumes_20210122_minppmm500_coords2cmflab/tiles256/gao_carb_2020/GAO20201109t180309p0000_ch4mf_v2y1_img/bg/GAO20201109t180309p0000_ch4mf_v2y1_img_tile256x256+1551+1384.tif,0
/localstore/GAO/y20/cmf/ch4/ort/labels/GAO_2020_CARB_ch4mfm_plumes_20210122_minppmm500_coords2cmflab/tiles256/gao_carb_2020/GAO20201109t180309p0000_ch4mf_v2y1_img/bg/GAO20201109t180309p0000_ch4mf_v2y1_img_tile256x256+1567+1691.tif,0
/localstore/GAO/y20/cmf/ch4/ort/labels/GAO_2020_CARB_ch4mfm_plumes_20210122_minppmm500_coords2cmflab/tiles256/gao_carb_2020/GAO20201109t180309p0000_ch4mf_v2y1_img/bg/GAO20201109t180309p0000_ch4mf_v2y1_img_tile256x256+2008+1770.tif,0
/localstore/GAO/y20/cmf/ch4/ort/labels/GAO_2020_CARB_ch4mfm_plumes_20210122_minppmm500_coords2cmflab/tiles256/gao_carb_2020/GAO20201109t180309p0000_ch4mf_v2y1_img/bg/GAO20201109t180309p0000_ch4mf_v2y1_img_tile256x256+2064+2069.tif,0
/localstore/GAO/y20/cmf/ch4/ort/labels/GAO_2020_CARB_ch4mfm_plumes_20210122_minppmm500_coords2cmflab/tiles256/gao_carb_2020/GAO20201109t180309p0000_ch4mf_v2y1_img/bg/GAO20201109t180309p0000_ch4mf_v2y1_img_tile256x256+2471+2275.tif,0
/localstore/GAO/y20/cmf/ch4/ort/labels/GAO_2020_CARB_ch4mfm_plumes_20210122_minppmm500_coords2cmflab/tiles256/gao_carb_2020/GAO20201109t180309p0000_ch4mf_v2y1_img/bg/GAO20201109t180309p0000_ch4mf_v2y1_img_tile256x256+2485+2566.tif,0
/localstore/GAO/y20/cmf/ch4/ort/labels/GAO_2020_CARB_ch4mfm_plumes_20210122_minppmm500_coords2cmflab/tiles256/gao_carb_2020/GAO20201109t180309p0000_ch4mf_v2y1_img/bg/GAO20201109t180309p0000_ch4mf_v2y1_img_tile256x256+2754+2704.tif,0
/localstore/GAO/y20/cmf/ch4/ort/labels/GAO_2020_CARB_ch4mfm_plumes_20210122_minppmm500_coords2cmflab/tiles256/gao_carb_2020/GAO20201109t180309p0000_ch4mf_v2y1_img/bg/GAO20201109t180309p0000_ch4mf_v2y1_img_tile256x256+3122+2797.tif,0
/localstore/GAO/y20/cmf/ch4/ort/labels/GAO_2020_CARB_ch4mfm_plumes_20210122_minppmm500_coords2cmflab/tiles256/gao_carb_2020/GAO20201109t180309p0000_ch4mf_v2y1_img/bg/GAO20201109t180309p0000_ch4mf_v2y1_img_tile256x256+3166+3099.tif,0
/localstore/GAO/y20/cmf/ch4/ort/labels/GAO_2020_CARB_ch4mfm_plumes_20210122_minppmm500_coords2cmflab/tiles256/gao_carb_2020/GAO20201109t180309p0000_ch4mf_v2y1_img/bg/GAO20201109t180309p0000_ch4mf_v2y1_img_tile256x256+3373+3358.tif,0
/localstore/GAO/y20/cmf/ch4/ort/labels/GAO_2020_CARB_ch4mfm_plumes_20210122_minppmm500_coords2cmflab/tiles256/gao_carb_2020/GAO20201109t180309p0000_ch4mf_v2y1_img/bg/GAO20201109t180309p0000_ch4mf_v2y1_img_tile256x256+3640+3648.tif,0
/localstore/GAO/y20/cmf/ch4/ort/labels/GAO_2020_CARB_ch4mfm_plumes_20210122_minppmm500_coords2cmflab/tiles256/gao_carb_2020/GAO20201109t180309p0000_ch4mf_v2y1_img/bg/GAO20201109t180309p0000_ch4mf_v2y1_img_tile256x256+3729+3386.tif,0
/localstore/GAO/y20/cmf/ch4/ort/labels/GAO_2020_CARB_ch4mfm_plumes_20210122_minppmm500_coords2cmflab/tiles256/gao_carb_2020/GAO20201109t180309p0000_ch4mf_v2y1_img/bg/GAO20201109t180309p0000_ch4mf_v2y1_img_tile256x256+3946+3739.tif,0
/localstore/GAO/y20/cmf/ch4/ort/labels/GAO_2020_CARB_ch4mfm_plumes_20210122_minppmm500_coords2cmflab/tiles256/gao_carb_2020/GAO20201109t180309p0000_ch4mf_v2y1_img/bg/GAO20201109t180309p0000_ch4mf_v2y1_img_tile256x256+4147+4088.tif,0
/localstore/GAO/y20/cmf/ch4/ort/labels/GAO_2020_CARB_ch4mfm_plumes_20210122_minppmm500_coords2cmflab/tiles256/gao_carb_2020/GAO20201109t180309p0000_ch4mf_v2y1_img/bg/GAO20201109t180309p0000_ch4mf_v2y1_img_tile256x256+4215+3832.tif,0
